FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Avaliação de coletores estacionários para resíduos sólidos - Subsídio para definição de modelo para coleta seletiva na Universidade de Caxias do Sul,2003,Português,22o Congresso Brasileiro de Engenharia Sanitária e Ambiental. CD Rom,Joinville,2003,"['FINKLER, Raquel and', 'CORRÊA, Luciara Bilhalva and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PESSIN, Neide and', 'PAVIANI, Marco Aurélio and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Avaliação de coletores estacionários para resíduos sólidos - Subsídio para definição de modelo para coleta seletiva na Universidade de Caxias do Sul,2003,Português,22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos,Joinville,2003,"['FINKLER, Raquel and', 'CORRÊA, Luciara Bilhalva and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PESSIN, Neide and', 'PAVIANI, Marco Aurélio and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Cenário atual da geração de resíduos galvânicos e de pintura industrial no Município de Caxias do Sul / RS,2003,Português,22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos,Joinville,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'BETTIN, Fernanda and', 'POGGERE, Rodrigo and', 'RIZZON, Maicon Roberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,A influência da sazonalidade na geração de Resíduos Sólidos de Serviços de Saúde (RSSS),2003,Português,22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos trabalhos técnicos,Joinville,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LUCA, Sérgio João de and', 'BETTIN, Fernanda and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Evolução da geração dos resíduos sólidos urbanos de Caxias do Sul - Análise preliminar,2003,Português,22o Congresso Brasileiro de Engenharia Sanitária e Ambiental - Resumo dos Trabalhos Técnicos,Joinville,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and', 'PERESIN, D. and', 'MARCON, Fernanda and', 'BERTHOLDO, Delma Tania and', 'NUNES, Josiane and', 'CORRÊA, Luciara Bilhalva and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Gerenciamento ambiental na indústria moveleira - Estudo de caso no Município de Bento Gonçalves,2003,Português,CD- Rom do XXIII Encontro Nacional de Engenharia de Produção,Ouro Preto,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'PAVONI, Elóide Teresa and', 'RIZZON, Maicon Roberto and', 'BERTOTTO FILHO, Luís Alberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Estudo e caracterização do resíduo polimérico urbano gerado pela cidade de Caxias do Sul,2003,Português,CD-Rom do 7o Congresso Brasileiro de Polímeros,Belo Horizonte,2003,"['BIANCHI, Otávio and', 'PERESIN, D. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'BRANDALISE, Rosmary Nichele and', 'ANDRADE, Mára Zeni and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Diagnóstico dos resíduos de madeira e derivados gerados no pólo moveleiro da serra gaúcha,2003,Português,,Itajaí / SC,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'RIZZON, Maicon Roberto and', 'BERTOTTO FILHO, Luís Alberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Desenvolvimento de mobiliário escolar utilizando materiais reciclados provenientes de resíduos sólidos urbanos e das indústrias moveleiras,2003,Português,,Rio de Janeiro,2003,"['HILLIG, Éverton and', 'SCHIAVINI, Reginaldo and', 'ZAT, Aldo and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'ZANOTTO, Tiago and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Diagnosis of the waste wood and their by-products generated by the furniture industrial State at the Gaucha Mountain Ridge Region,2004,Inglês,The Journal of Solid Waste Technology and Management,Philadelphia,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'BERTOTTO FILHO, Luís Alberto and', 'RIZZON, Maicon Roberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,"Urban solid residues - An analysis of generation from 1991 to 2003 in two cities of the Hilly Region in the State of Rio Grande do Sul, Brazil",2004,Inglês,The ournal of Solid Waste Technology and Management,Philadelphia,2004,"['PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'BERTOTTO FILHO, Luís Alberto and', 'PERESIN, D. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Adesão às precauções universais e saneamento ambiental,2004,Português,,Porto Alegre,2004,"['STEFFENS, Ana Paula and', 'MEDEIROS, Roseana Maria and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Análise do grau de eficiência da segregação de resíduos hospitalares,2004,Português,,Porto Alegre,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'STÉDILLE, Nilva Lúcia Rech and', 'STEFFENS, Ana Paula and', 'SARTOR, Giordana Dutra and', 'GALLINA, Michele Studzinski and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Estratégias para elaboração do Plano de Gerenciamento Integrado de Resíduos Sólidos - PGIRS do Município de Caxias do Sul,2004,Português,,Caxias do Sul / RS,2004,"['NUNES, Josiane and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'FELDKIRCHER, Érica Gertrudes and', 'GALLINA, Michele Studzinski and', 'GOMES, Fábio Mateus and', 'MIGLIAVACCA, Marco Aurélio and', 'OLIVEIRA, Clenes Salibe de and', 'QUISSINI, Carina Soldera and', 'STEFFENS, Ana Paula and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,"Geração de resíduos sólidos urbanos nas categorias biodegradáveis, recicláveis e descartáveis e sua destinação nas coletas regular e seletiva",2004,Português,,Caxias do Sul,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and', 'PERESIN, D. and', 'NUNES, Josiane and', 'QUISSINI, Carina Soldera and', 'FELDKIRCHER, Érica Gertrudes and', 'GALLINA, Michele Studzinski and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Adesão às precauções universais e saneamento ambiental,2004,Português,,Caxias do Sul,2004,"['STEFFENS, Ana Paula and', 'MEDEIROS, Roseana Maria and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Diagnóstico dos resíduos de madeira e derivados gerados no pólo moveleiro da Serra Gaúcha,2004,Português,,Caxias do Sul,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'RIZZON, Maicon Roberto and', 'BERTOTTO FILHO, Luís Alberto and', 'PAVONI, Elóide Teresa and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Avaliação de coletores para resíduos sólidos - Subsídio para definição de modelo para coleta seletiva na Universidade de Caxias do Sul,2004,Português,,Caxias do Sul,2004,"['FINKLER, Raquel and', 'CORRÊA, Luciara Bilhalva and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PESSIN, Neide and', 'PAVIANI, Marco Aurélio and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gerenciamento ambiental na indústria moveleira - estudo de caso no Município de Bento Gonçalves,2003,Português,ENEGEP 2003 - Anais de Resumos,Ouro Preto - MG,2003,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'PAVONI, Elóide Teresa and', 'RIZZON, Maicon Roberto and', 'BERTOTTO FILHO, Luís Alberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Potenziale di generazione di energia a partire dai residui dell'industria di arredamento,2004,Italiano,Simposio Internazionale di Ingegneria Sanitaria Ambientale - Proceedings,Taormina,2004,"['WANDER, Paulo Roberto and', 'ALTAFINI, Carlos Roberto and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'BERTOTTO FILHO, Luís Alberto and', 'RIZZON, Maicon Roberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,"The solid waste generation at Bento Gonçalves Town: potencial of recycleability and destination by the regular and selective collect, in the years of 2002/2003, comparing to the Caxias do Sul generation in 2003",2004,Português,Simposio Internazionale di Ingegneria Sanitaria Ambientale - Proceedings,Taormina,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and', 'PERESIN, D. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Sectorial generation of infecting waste on a general hospital,2004,Português,Simposio Internazionale di Ingegneria Sanitaria Ambientale - Proceedings,Taormina,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LUCA, Sérgio João de and', 'STÉDILLE, Nilva Lúcia Rech and', 'STEFFENS, Ana Paula and', 'SARTOR, Giordana Dutra and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Potenziale di generazione di energia a partire dai residui dell'industria di arredamento,2004,Italiano,,Taormina,2004,"['WANDER, Paulo Roberto and', 'ALTAFINI, Carlos Roberto and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'BERTOTTO FILHO, Luís Alberto and', 'RIZZON, Maicon Roberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,"The solid waste generation at Bento Gonçalves Town: potencial of recycleability and destination by the regular and selective collect, in the years of 2002/2003, comparing to the Caxias do Sul generation in 2003",2004,Português,,Taormina,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and', 'PERESIN, D. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Sectorial generation of infecting waste on a general hospital,2004,Português,,Taormina,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LUCA, Sérgio João de and', 'STÉDILLE, Nilva Lúcia Rech and', 'STEFFENS, Ana Paula and', 'SARTOR, Giordana Dutra and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gerenciamento de resíduos sólidos em unidades básicas de saúde (UBS) no Município de Caxias do Sul - Subsídio para a formulação de modelos,2004,Português,XII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,2004,"['PETRY, Patrícia Lígia and', 'STÉDILLE, Nilva Lúcia Rech and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,"Resíduos da construção civil: Diagnóstico, caracterização e valorização - Estudo de caso: Município de Caxias do Sul",2004,Português,XII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,2004,"['CORNELLI, Renata and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'FARINA, Flávia Cristiane and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Abordagem evolutiva - Aspectos quali-quantitativos da geração de resíduos em Bento,2004,Português,XII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,2004,"['PERESIN, D. and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Eficiência da segregação de resíduos hospitalares: Uma análise com base no percentual de heterogeneidade,2004,Português,XII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,2004,"['BADALOTTI, Lisandra and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'STÉDILLE, Nilva Lúcia Rech and', 'STEFFENS, Ana Paula and', 'BETTIN, Fernanda and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Análise histórica e situação atual da geração dos resíduos sólidos urbanos em município de médio porte - Rio Grande do Sul - Brasil,2004,Português,CD-Rom da 56ª Reunião Anual da SBPC,Cuiabá,2004,"['PERESIN, D. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Diagnóstico do sistema de gerenciamento ambiental das indústrias moveleiras de Bento Gonçalves / RS,2004,Português,CD-Rom da 56ª Reunião Anual da SBPC,Cuiabá,2004,"['BERTOTTO FILHO, Luís Alberto and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,A sincronização da produção segundo a Teoria das Restrições aplicada a uma indústria de embalagens plásticas - Um caso de sucesso,2004,Português,XXIV Encontro Nacional de Engenharia de Produção - ENEGEP/2004 - Anais de Resumos,Florianópolis,2004,"['PAVONI, Elóide Teresa and', 'HILLIG, Éverton and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,The favorable impact of a program designed to implement an appropriate management of health service residues,2004,Inglês,2nd International Syposium on Residue Management in Universities - Book of Abstracts,Santa Maria,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'STÉDILLE, Nilva Lúcia Rech and', 'BADALOTTI, Lisandra and', 'PETRY, Patrícia Lígia and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gestão ambiental e resíduos celulósicos gerados nas indústrias de móveis da Serra Gaúcha,2004,Português,XII Encontro de Jovens Pesquisadores da Universidade de Caxias do Sul - Resumo dos Trabalhos,Caxias do Sul,2004,"['POGGERE, Rodrigo and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'RIZZON, Maicon Roberto and', 'BERTOTTO FILHO, Luís Alberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,A geração de resíduos influenciada pelas diferentes classes sociais - Situação de Caxias do Sul em 2003,2004,Português,,Florianópolis,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PANAROTTO, Cláudia Teixeira and', 'PERESIN, D. and', 'NUNES, Josiane and', 'QUISSINI, Carina Soldera and', 'MIGLIAVACCA, Marco Aurélio and', 'FELDKIRCHER, Érica Gertrudes and', 'GALLINA, Michele Studzinski and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Geração de resíduos de madeira e derivados no pólo moveleiro da serra gaúcha - Diagnóstico e indicativos para o gerenciamento ambiental na indústria moveleira,2004,Português,,Natal,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'HILLIG, Éverton and', 'BERTOTTO FILHO, Luís Alberto and', 'RIZZON, Maicon Roberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Precauções universais e saneamento ambiental: considerações sobre resíduos pérfuro-cortantes,2004,Português,,Florianópolis,2004,"['STEFFENS, Ana Paula and', 'MEDEIROS, Roseana Maria and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Eficiência na segregação de resíduos hospitalares: uma análise com base no percentual de heterogeneidade,2004,Português,,Florianópolis,2004,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LUCA, Sérgio João de and', 'STÉDILLE, Nilva Lúcia Rech and', 'STEFFENS, Ana Paula and', 'SARTOR, Giordana Dutra and', 'GALLINA, Michele Studzinski and', 'BADALOTTI, Lisandra and', 'PETRY, Patrícia Lígia and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,A sincronização da produção segundo a Teoria das Restrições aplicada a uma indústria de embalagens plásticas - Um caso de sucesso,2004,Português,CD Rom do XXIV Encontro Nacional de Engenharia de Produção,Florianópolis,2004,"['PAVONI, Elóide Teresa and', 'HILLIG, Éverton and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gestão ambiental e resíduos celulósicos gerados nas indústrias de móveis da Serra Gaúcha,2005,Português,,Fortaleza,2005,"['BERTOTTO FILHO, Luís Alberto and', 'HILLIG, Éverton and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Desenvolvimento de composteiras para fração orgânica dos resíduos gerados em município com missão turística,2005,Português,23º Congresso Brasileiro de Engenharia Sanitária e Ambiental - CD-Rom,Campo Grande / MS,2005,"['PESSIN, Neide and', 'CONTO, Suzana Maria de and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'CADORE, Josmari and', 'ROVATTI, Daniela and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Abordagem evolutiva - Aspectos quali-quantitativos da geração de resíduos em Bento,2004,Português,XII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,2004,"['PERESIN, D. and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
