FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES,NATUREZA,EDITORA
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,New Limiting Algorithms for Space Vector Modulated Three-Phase Four-Leg Voltage Source Inverter,2002,Inglês,"33rd Annual IEEE Power Electronics Specialists Conference (PESC 02),",Queensland-Autrália,2002.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'BOTERÓN, Fernando and', 'HEY, Hélio Leães and', 'GRÜNDLING, Hilto Abílio and', 'PINHEIRO, José Renes and', 'PINHEIRO, Humberto and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo Comparativo entre Filtros Passivos e Ativos para Compensação de Harmônicos de Corrente,2004,Português,,Curitiba-PR,2004.0,"['GRIGOLETTO, Felipe and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Implementação de Um Sistema de Interface para Filtros Ativos de Potência Trifásico a Quatro Fios,2005,Português,XX Congresso Regional de Iniciação Científica,Foz do Iguaçu,2005.0,"['GRIGOLETTO, Felipe and', 'GABI, Ivan Jorge and', 'PEREIRA, Alexandre Trevisan and', 'MASSING, Jorge Rodrigo and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Implementação de Um Controlador para Harmônicas de seqüência Zero em Filtros Ativos de potência a Quatro Fios,2005,Português,XX Congresso Regional de Iniciação Científica,Foz do iguaçu-PR,2005.0,"['GABI, Ivan Jorge and', 'GRIGOLETTO, Felipe and', 'TREVISAN, Alexandre and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'MASSING, Jorge and', 'PINHEIRO, Humberto and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Análise da influência de filtros passa-altas em um sistema de geração de referência para filtros ativos em paralelo,2006,Português,XXI Congresso de Iniciação Científica e Tecnológica em Engenharia,IJUÍ,2006.0,"['FEYH, Andressa R and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Contador Digital para Controle de Produção Utilizando Dispositivos Lógicos Programáveis (PLD?s),2006,Português,XXI Congresso de Iniciação Científica e Tecnológica em Engenharia,Ijuí,2006.0,"['SILVA, Guilherme Sebastião da and', 'LOPES, Henrique Cereta and', 'LIMA, Diomar Copetti and', 'CIGANA, Uiliam Deisson de Moraes and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'RECH, Cassiano and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Filtro Ativo de Potência Paralelo para Compensação de Harmônicos de Tensão utilizando Método de Detecção de Tensão e Controlador de Tempo Mínimo Estendido a Sistemas Trifásicos a Quatro Fios,2006,Português,XVI Congresso Brasileiro de Automática,Bahia,2006.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'MICHELS, Leandro and', 'PINHEIRO, Humberto and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Three-phase Four-Wire Shunt Active Filter to Reduce Voltage and Current Distortions in Distribution Systems,2006,Inglês,XXXII International Conference on Industrial Applications of Electronics,Paris,2006.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Monitoring and Diagnosis in Industrial Systems Using Wireless Sensor Networks,2007,Inglês,IEEE International Symposium on Intelligent Signal Processing,Madrid,2007.0,"['Savadori, Fabiano and', 'CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'RECH, Cassiano and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Impact of synchronization methods on the performance of self-excited induction generators,2007,Inglês,9o Congresso Brasileiro de Eletrônica de Potência,Blumenau,2007.0,"['RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'Gideon and', 'BOLACEL, Julio and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Development of a low cost diagnosis and alerts system for Faults in electronic ups systems using gsm link,2007,Inglês,9o Congresso Brasileiro de Eletrônica de Potência,Blumenau,2007.0,"['Dambroz, Cleber and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gideon and', 'Lemos Jacson W. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Comparação de diferentes métodos de sincronização para geradores de indução isolados,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo-RS,2007.0,"['FEYH, Andressa R and', 'SILVA, Guilherme Sebastião da and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Desenvolvimento de um sistema de hardware utilizado para o controle de geradores de indução,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo-RS,2007.0,"['Schrenk Fernando W. and', 'Vargas, Tadeu and', 'RECH, Cassiano and', 'SALVADORI, F. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Análise do problema de variação de tensão no barramento cc de um conversor multinível npc trifásico a quatro fios,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo - RS,2007.0,"['FEYH, Andressa R and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Kalman Filter Based Synchronization Methods,2006,Inglês,37 thPower Electronics Specialist Conference,Jeju,2006.0,"['CARDOSO, Rafael and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and', 'GRÜNDLIN, H. A. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Optimal Mathematical Model of Hall-effect Sensor,2008,Inglês,EngOpt 2008,Rio de Janeiro,2008.0,"['Gideon and', 'Borges, Pedro A. P. and', 'SALVADORI, F. and', 'CAMPOS, Mauricio de and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Performance Analysis of Synchronization Methods for Self-Excited Induction Generators,2008,Inglês,39thPower Electronics Specialists Conference,Rhodes-Grécia,2008.0,"['RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'Gideon and', 'BOLACEL, Julio and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Utilização de Web Service no Desenvolvimento de um Sistema para Monitoramento e Diagnose de Dispositivos de Potência Através de Telefonia Móvel,2008,Português,XVII Congresso Brasileiro de Automatica,Juiz de Fora - MG,2008.0,"['PADOIN, Edson and', 'CAMPOS, Mauricio de and', 'Savadori, Fabiano and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gideon and', 'Idalencio, T. A. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,"Sistema Híbrido Para Monitoramento, Diagnose e Detecção de Falhas Em Motores de Indução",2008,Português,VIII Conferencia Internacional de Aplicacoes Industriais,Pocos de Caldas - MG,2008.0,"['Lemos Jacson W. and', 'Gehrke, Camila and', 'SALVADORI, F. and', 'CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Oliveira, Alexandre C. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Melhoria da Qualidade de Energia Elétrica Gerada por Micro e Pequenas Centrais Hidrelétricas com a Utilização de Filtros Ativos de Potência,2008,Português,Energia e Alimentos XVI Seminário de Inicia Científica,Ijuí -RS,2008.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'Schrenk Fernando W. and', 'Tischer, Celso B. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo comparativo de métodos de sincronização aplicados a filtros ativos de potência paralelos,2008,Português,XX Salão de Iniciação Científica e XVII Feira de Iniciação Científica da UFRGS,Porto Alegre - RS,2008.0,"['SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'Tischer, Celso B. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo de Um Controlador de Tempo Mínimo Aplicado a Inversores PWM Utilizados na Regulação de Tensão e na Compensação de Harmônicos em Sistemas de Geração Isolados,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana -RS,2008.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'SILVA, Guilherme Sebastião da and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo dos Componentes Harmônicos Provenientes de Reatores Eletrônicos,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana - RS,2008.0,"['Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Desenvolvimento de Um Sistema para Aquisição de Corrente Alternada Utilizando Uma Bobina de Rogowski,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana,2008.0,"['Schrenk Fernando W. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Dill, Sergio L. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo de geração de Componentes Harmônicos Provenientes de reatores Eletrônicos,2008,Português,XVII Congresso de Iniciação Científica X Encontro de Pós-Graduação,Pelotas - RS,2008.0,"['Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Desenvolvimento de uma plataforma didática como ferramenta de ensino em aulas práticas na engenharia elétrica,2008,Português,XX Salão de Iniciação Científica e XVII Feira de Iniciação Científica da UFRGS,Porto Alegre - RS,2008.0,"['Tischer, Celso B. and', 'SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estado da arte dos estudos sobre métodos de detecção de faltas de alta impedância em sistemas de distribuição de energia elétrica,2008,Português,XVI Seminario de Iniciação Cientifica XIII Jornada de Pesquisa,Ijuí - RS,2008.0,"['CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,"Estudo de ferramentas html, javascript e css no desenvolvimento de homepage",2008,Português,XVI Seminário de Iniciação Científica XIII Jornada de Pesquisa,Ijuí - RS,2008.0,"['Kautzmann, Tassiana and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Métodos de sincronização aplicados a filtros ativos de potência paralelos ? um estudo comparativo,2008,Português,XVI Seminário de Iniciação Cientifica XIII Jornada de Pesquisa,Ijuí - RS,2008.0,"['SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Comparação entre Métodos de Sincronização em Malha Aberta,2006,Português,XXI Congresso de Inicação Científica e tecnológica em Engenharia VI Feira de Protótipos,Ijuí,2006.0,"['GRIGOLETTO, Felipe Bovolini and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Implementação Prática em Nível de Protótipo de Um Filtro Ativo de Potência Paralelo Trifásico Aplicado na Compensação de harmônicos e Melhoria da Qualidade de Energia,2007,Português,XV Seminário de Iniciação científica,Ijuí,2007.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Voltage regulation and harmonic suppression of a self-excited induction generator under nonlinear loads,2009,Português,10th Brazilian Power Electronics Conference,Bonito - MS,2009.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Lemos, J. W. and', 'RECH, Cassiano and', 'CAMPOS, Mauricio de and', 'Oliveira, Alexandre C. and', 'Jacobina, C. B. and', 'Lima, A. M. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Fault detection and diagnosis for stand alone system based on induction generator,2009,Português,10 th Brazilian Power Electronics Conference,Bonito - MS,2009.0,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gehrke, Camila and', 'CAMPOS, Mauricio de and', 'SILVA, Guilherme Sebastião da and', 'SALVADORI, F. and', 'Lima, A. M. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Modelo matemático para estudo da viabilidade econômica da implantação de biodigestores em propriedades rurais,2009,Português,32º Congresso Nacional de Matemática Aplicada e Computacional,Cuibá - MT,2009.0,"['Walker, E. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Leandro, G. V. and', 'BOLACEL, Julio and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Development of a model to study the economic feasibility of using biomass to produce electricity in rural properties,2009,Português,20th International Congress of Mechanical Engineering,Gramado - RS,2009.0,"['Walker, E. and', 'Leandro, G. V. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Modelagem Matemática de Geradores de Indução Aplicados a Microcentrais Hidrelétricas,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009.0,"['Roncatto, D. and', 'Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,As Microcentrais Hidrelétricas como uma alternativa eficiente,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009.0,"['Bender, Vitor C. and', 'Borges, D. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Utilização da ferramenta computacional matlab/simulink para análise de métodos de sincronização aplicados a filtros ativos de potência,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009.0,"['Tischer, Celso B. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Monitoramento Remoto de Servidores em Subestações de Energia Elétrica através de Equipamentos Móveis,2009,Português,Anais/Resumos da 62ª Reunião Anual da SBPC,Manaus - AM,2009.0,"['Faccin, L. F. and', 'Trojan, A. G. and', 'PADOIN, Edson and', 'Dill, Sergio L. and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Avaliando o Desempenho do SGBD PostgreSQL considerando os diferentes sistemas de arquivos,2009,Português,V Escola Regional de Banco de Dados,Ijuí- RS,2009.0,"['Castanhede, T. and', 'Dill, Sergio L. and', 'PADOIN, Edson and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Performance Analysis of a Self-excited Induction Generator under Nonlinear Loads used Harmonic Suppression Methods,2009,Português,35th IECON,Porto-Portugal,2009.0,"['CAMARGO, R. F. and', 'RECH, Cassiano and', 'CAMPOS, Mauricio de and', 'Lemos, J. W. and', 'Oliveira, Alexandre C. and', 'Jacobina, C. B. and', 'Lima, A. M. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Desenvolvimento de um circuito eletrônico para comunicação entre DSP e inversor de frequencia,2010,Português,I CICPG,Florianópolis-SC,2010.0,"['Corte, T. C. D. and', 'Pilla, A. and', 'CAMARGO, R. F. and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Procedimento de projeto de controladores aplicados a regulação de tensão de geradores de indução auto-excitado,2010,Português,I CICPG,Florianópolis-SC,2010.0,"['Scherer, L. G. and', 'CAMARGO, R. F. and', 'PINHEIRO, Humberto and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Synchronization Methods Applied on Active Power Filters ? A Comparative Study,2010,Português,9th INDUSCON,São Paulo,2010.0,"['CAMARGO, R. F. and', 'FEYH, Andressa R and', 'SILVA, Guilherme Sebastião da and', 'CAMPOS, Mauricio de and', 'Scherer, L. G. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Influência da utilização de diferentes métodos de sincronização na geração de correntes de compensação em filtros ativos de potência,2010,Português,XVIII Congresso Brasileiro de Automática,Bonito - MS,,"['SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'CAMPOS, Mauricio de and', 'RECH, Cassiano and', 'BAGGIO, José Eduardo and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Control of micro hydro power stations used nonlinear model of hydraulic turbine applied on microgrid systems,2011,Português,XI Congresso Brasileiro de Eletrônica de Potência,Natal - RN,2011.0,"['Scherer, L. G. and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Frequency and voltage control of micro hydro power stations based on hydraulic turbine?s linear model applied on induction generators,2011,Português,XI Congresso Brasileiro de Eletrônica de Potência,Natal - RN,2011.0,"['Scherer, L. G. and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Closed loop selective harmonic elimination applied to a grid connected pwm converter with lcl filter,2011,Português,XI Congresso Brasileiro de Eletrônica de Potência,Natal -RN,2011.0,"['TIBOLA, J. R. and', 'PINHEIRO, Humberto and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Advances in the Modeling and Control of Micro Hydro Power Stations with Induction Generators,2011,Português,ECCE 2011,Phoenix - Arizona - USA,2011.0,"['Scherer, L. G. and', 'Camargo, Robinson Figueiredo de and', 'PINHEIRO, Humberto and', 'RECH, Cassiano and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Método de sincronismo em malha fechada aplicado a conversores estáticos,2011,Português,5º Seminário de Eletrônica de Potência e Controle,Santa Maria - RS,2011.0,"['Posse, F. C. and', 'CAMARGO, R. F. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Estudo e Programação de DSP?s Aplicados a Métodos de Sincronização Utilizados em Micro-Redes,2011,Português,26ª JAI,Santa Maria,2011.0,"['Junior L. P. P. and', 'CAMARGO, R. F. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,ANÁLISE COMPARATIVA ENTRE MÉTODOS DE SINCRONIZAÇÃO APLICADOS A CONVERSORES TRIFÁSICOS,2011,Português,26ª JAI,Santa Maria,2011.0,"['Posse, F. C. and', 'CAMARGO, R. F. and']",RESUMO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,Comutador Eletrônico de TAPs Aplicado a um Transformador de Distribuição Monofásico,2012,Português,IV Simpósio Brasileiro de Sistemas Elétricos,Goiania,2012.0,"['SCHUCH, Luciano and', 'Beltrame, R. C. and', 'CAZAKEVICIUS, F. E. and', 'CAMARGO, R. F. and', 'MICHELS, Leandro and', 'RECH, Cassiano and', 'Marchesan, Tiago B. and', 'Quadros, C. J. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,MÉTODO HÍBRIDO DE CONTROLE PARA A REGULAÇÃO DE TENSÃO EM MICROCENTRAIS HIDRELÉTRICAS QUE UTILIZAM GERADORES DE INDUÇÃO AUTO-EXCITADOS,2012,Português,XIX - Congresso Brasileiro de Automática,Campina grande - PB,2012.0,"['Tischer, Celso B. and', 'Scherer, L. G. and', 'Posse, F. C. and', 'Franchi, C. M. and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,DESENVOLVIMENTO DE UM SISTEMA DE SUPERVISÃO E CONTROLE APLICADO A GERAÇÃO DISTRIBUÍDA COM UTILIZAÇÃO DE FERRAMENTAS WEB,2012,Português,XIX - Congresso Brasileiro de Automática,Campina grande - PB,2012.0,"['DUTRA, D. V. and', 'Posse, F. C. and', 'Tischer, Celso B. and', 'Scherer, L. G. and', 'Franchi, C. M. and', 'CAMARGO, R. F. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,REGULAÇÃO DE TENSÃO APLICADO A MICROCENTRAIS HIDRELÉTRICAS QUE UTILIZAM GERADORES DE INDUÇÃO AUTO-EXCITADOS EMPREGANDO UM NOVO MÉTODO HÍBRIDO DE CONTROLE,2012,Português,II CICPG,São leopoldo - RS,2012.0,"['CAMARGO, R. F. and', 'Franchi, C. M. and', 'Scherer, L. G. and', 'Posse, F. C. and', 'DUTRA, D. V. and', 'Corte, T. C. D. and', 'CORREA, R. A. and']",COMPLETO,
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,,UTILIZAÇÃO DE UM MÉTODO HÍBRIDO DE CONTROLE APLICADO NA REGULAÇÃO DE TENSÃO PARA MICROCENTRAIS HIDRELÉTRICAS BASEADO NO PRODIST MÓDULO 8,2012,Português,II CICPG,São Leopoldo - RS,2012.0,"['Tischer, Celso B. and', 'CAMARGO, R. F. and', 'Franchi, C. M. and', 'Scherer, L. G. and', 'DUTRA, D. V. and', 'Corte, T. C. D. and', 'CORREA, R. A. and']",COMPLETO,
